Churn,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,PercChangeMinutes,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallWaitingCalls,UniqueSubs,ActiveSubs,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,HandsetRefurbished,HandsetWebCapable,BuysViaMailOrder,RespondsToMailOffers,RetentionCalls,RetentionOffersAccepted,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating
1,41,30,0,28,3.3,0,0,1,2.7,0,19.7,11.7,0,2,2,1,1,851,52,52,0,0,1,1,0,0,0,15,0,3
0,856,71,3.71,-208,25,0,0,105.8,27.7,9.7,259.3,14,1.7,1,1,1,1,669,42,36,0,1,1,1,0,0,0,15,0,2
1,245,45,0,-62,31.3,0,0,39.2,22.7,11,60,47.7,0.3,4,2,3,2,44,44,18,0,1,0,0,0,0,0,14,0,1
0,182,45,0,-39,9.7,0,0,13.9,8.3,1,41.3,37,0.7,1,1,1,1,321,30,26,0,1,0,0,0,0,0,15,0,2
1,160,32,0,-127,6,0,0,12.6,2,0,37,6.7,0,2,2,2,2,827,32,32,0,0,0,0,0,0,0,8,0,1
0,439,64,0,138,15.3,3.7,0,118.9,10,12,66.7,83,1,1,1,2,2,463,36,34,0,0,0,0,0,0,0,8,0,5
0,502,32,6.19,-76,34,0.3,0,115,54,19.7,140,51,0.3,3,3,1,1,570,42,44,0,1,1,1,0,0,0,15,0,3
0,538,45,0.5,457,31.3,0.3,0,95.2,63.3,14.3,67.7,115.3,2,2,2,4,4,26,50,0,1,1,0,0,0,0,0,0,0,1
0,101,30,0,12,11.7,1,0,7.5,5.3,0,31,22.3,0.3,1,1,1,1,761,52,52,0,0,1,1,0,0,1,15,0,1
0,184,45,0.25,38,9,0.3,0,19.8,4.7,0,50.7,9,0.3,1,1,1,1,445,0,0,0,1,0,0,0,0,0,15,0,5
0,87,30,0.25,-54,12.7,0,0,0.7,0.3,0,25.7,9,0,1,1,4,3,343,54,0,0,0,1,1,0,0,0,0,0,1
0,416,51,0,129,0,0,0,0,0,0,0,0,0,2,2,1,1,565,50,42,0,1,0,1,0,0,0,15,0,2
1,236,35,1.24,-148,29.7,0,0.3,43.4,35.7,5,59.3,51,0.3,1,1,1,1,711,26,0,0,1,0,0,0,0,0,15,0,3
0,661,43,0,-661,22.7,5.3,0.3,77.4,48.7,0.7,82,113.3,2.3,2,1,1,1,220,22,0,0,1,0,0,0,0,0,15,0,5
0,2076,100,0,-66,82,12.3,2,806.8,115.3,16.7,696,67.3,0,2,2,5,5,8,36,40,0,1,1,1,2,2,1,1,1,5
0,300,71,0.25,-29,8.7,0,0,77,30.7,4.3,74.3,55.3,0.7,3,3,1,1,238,40,40,0,1,1,1,0,0,0,15,0,2
1,195,30,2.97,-195,8,0.3,0,36.9,7,0.3,39.7,19.3,0,2,1,1,1,441,60,54,0,0,1,1,0,0,0,15,0,1
0,3,30,0,-3,0,0,0,0,0,0,0,0,0,2,2,1,1,348,62,60,0,1,1,1,0,0,0,15,0,1
0,581,44,0,-165,5,1,1.7,191.2,23.7,1,97,57.7,1.7,1,1,1,1,261,50,42,0,1,1,1,0,0,0,15,0,3
0,830,61,2.72,-142,65.7,0,0,401.9,72.3,23.3,309,87,0,1,1,6,5,350,0,0,0,1,0,0,0,0,2,8,0,5
0,372,40,0,-102,0,0,0,0,0,0,0,0,0,1,1,1,1,379,62,64,0,1,1,1,0,0,0,15,0,2
0,535,35,0.5,35,0,0,0,0,0,0,0,0,0,1,1,1,1,450,32,32,0,1,0,0,0,0,0,15,0,2
0,818,50,1.98,351,0,0,0,0,0,0,0,0,0,1,1,1,1,365,40,38,0,1,0,0,0,0,0,15,0,3
0,736,48,0,1194,96,5.3,0.7,71,108.3,46,116.3,445,0,1,1,2,2,334,0,0,0,1,1,1,0,0,0,14,0,5
0,8,32,0,-2,0,0,0,0.3,0.7,0.7,2,0.3,0,2,2,1,1,680,48,0,1,0,0,0,0,0,0,15,0,1
1,3,30,0,-1,1.3,0,0,0.1,2,0,2,1,0,1,1,2,2,483,52,50,1,1,1,1,0,0,0,13,0,2
1,220,30,2.48,78,12.3,0,0.3,6.8,19.3,2,55.3,36.7,1,4,4,1,1,771,30,36,0,1,0,0,0,0,0,15,0,1
1,965,60,3.96,-115,99.3,3.3,1,118.1,88.3,14.3,148.7,248,3.3,2,2,3,3,306,60,58,1,1,1,1,0,0,0,8,0,1
0,34,17,0.25,-13,2,0,0,1.7,0,0,10,8,0,1,1,2,2,129,0,0,0,1,0,0,0,0,0,8,0,2
0,877,30,0,-129,11.7,0.3,0.3,449.5,42,9.3,140.3,17.7,3.3,4,2,1,1,547,40,40,0,1,0,0,0,0,0,15,0,2
0,25,15,0,1,1,0,0,1.5,0.3,0,10,0.3,0,1,1,4,3,323,0,0,1,1,0,0,0,0,0,0,0,1
1,938,63,0.99,54,51.7,8.7,0,288.6,31,18.7,153,136,3.3,1,1,3,3,116,52,0,0,1,0,0,0,0,0,8,0,2
0,62,20,0,0,5,0,0,5.7,0.7,0,20.3,15.3,0,1,1,1,1,515,46,50,0,1,1,1,0,0,0,15,0,2
0,3594,85,0.5,-118,174.3,4,1,1190.2,176.7,165,834,1094.3,92.7,2,2,5,3,265,0,0,0,1,0,0,0,0,0,14,0,5
0,267,50,0.5,114,2,0,0,24.4,9.7,2.7,53.7,64,0,1,1,5,3,93,30,0,0,1,0,0,0,0,1,3,0,3
0,231,50,0,94,62,0,0.3,46,8.3,0.3,41,40.7,0,3,1,2,2,162,0,0,0,1,0,0,0,0,0,15,0,3
1,684,50,0.25,214,0,0,0,0,0,0,0,0,0,1,1,3,2,252,0,0,1,1,0,0,0,0,0,1,0,2
0,1622,60,0.25,-80,50,6,0.3,290.2,75,25.7,94,219.3,0,1,1,1,1,182,0,0,0,1,0,0,0,0,0,15,0,4
0,1835,50,1.49,-612,61.3,0,0,445.2,53,6,137.3,266.3,9.7,1,1,2,2,347,54,26,0,1,0,0,0,0,0,8,0,1
0,150,45,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,350,68,62,0,1,1,1,0,0,0,15,0,4
1,480,51,1.73,-114,24.7,0,0,38.1,33.3,12,87.3,34.3,0.3,4,1,2,1,60,26,26,0,1,0,0,0,0,0,2,0,1
0,110,40,0,-18,0,0,0,0,0,0,0,0,0,1,1,3,2,244,50,46,0,1,1,1,0,0,0,3,0,2
0,2244,102,8.66,-585,76.3,2,2.7,1042.7,182,179.7,415.7,379,20.3,1,1,8,4,132,58,54,1,1,1,1,0,0,0,2,0,2
1,232,46,0,-232,12.7,1,0,19.6,34,1,49.7,35.3,1.3,1,1,2,2,121,0,0,1,1,0,0,0,0,0,3,0,2
0,226,40,0.25,8,20.3,0,0,64.9,20,6,34.3,28,0,5,2,1,1,430,44,44,0,1,1,1,0,0,0,15,0,2
0,253,30,0,117,45.7,0,0,9.7,0.7,0,75,13,0,1,1,1,1,735,40,0,0,1,1,1,0,0,0,15,0,2
0,88,30,0,-52,7.3,0,0,1.4,5.7,0.7,9.7,8.7,0,1,1,1,1,625,66,64,0,1,0,0,0,0,0,15,0,5
0,928,115,1.49,-3,0,0,0,0,0,0,0,0,0,1,1,1,1,337,0,0,0,1,0,0,0,0,0,15,0,2
0,1143,55,0.74,-472,84.3,0,0.7,350.4,33.3,7,179,492.3,3.3,3,3,1,1,378,30,22,0,1,1,1,0,0,0,15,0,3
0,1338,85,1.73,-786,31.7,1.7,7.7,345.7,124.7,23,252.7,134.3,11.7,2,1,1,1,209,0,0,0,1,0,0,0,0,0,15,0,3
1,288,46,1.24,-250,14.7,1.3,0,109.7,15,1.7,90.7,30.3,1,1,1,2,2,467,56,54,1,1,1,1,0,0,1,3,0,3
0,667,60,0,-89,59.3,8.3,0,113.3,27.3,11,116.3,93.3,0.3,1,1,4,4,374,58,34,0,1,0,0,0,0,0,1,0,2
1,347,37,0,-213,15,0,0,136.7,20.7,6,94.3,47.7,1.7,2,2,4,2,743,0,0,0,1,0,0,0,0,0,13,0,2
0,280,10,0.99,-2,0,0,0,0,0,0,0,0,0,2,2,1,1,356,40,38,0,1,1,1,0,0,0,15,0,2
1,112,55,0,71,1.3,0,0,10.2,9.7,6,9.3,17,0.3,1,1,1,1,321,0,0,0,1,0,0,0,0,0,15,0,7
0,426,22,0,-426,24,12.7,1.3,70.2,26.7,2.3,43.3,75.3,0,1,1,1,1,216,0,0,0,1,0,0,0,0,0,15,0,5
0,291,40,0,-78,0,0,0,0,0,0,0,0,0,1,1,1,1,299,34,0,0,1,1,1,0,0,0,15,0,2
0,2278,71,0,780,154.3,0,0,331.9,139.7,21,115.3,227,3.3,4,4,1,1,835,26,0,1,0,0,0,0,0,0,15,0,1
0,560,61,0.5,-205,11.3,3,4.7,78.7,25,13,60,52.3,1.3,2,2,1,1,213,0,0,0,1,0,0,0,0,0,15,0,3
0,183,10,0.25,-30,11,0,0.7,14.9,18.7,7,45.7,30.3,1.3,2,2,1,1,620,38,36,1,1,0,0,0,0,0,15,0,3
0,673,30,0,-253,29,0.3,1.7,63.8,30,0,49,65,0,1,1,2,2,294,30,0,0,1,0,0,0,0,0,3,0,5
0,30,0,0,-4,6,0,0,3.1,0,0,13,3,0,1,1,2,1,209,34,36,0,1,0,0,0,0,1,15,0,1
1,182,33,0.25,-139,5,0,0,1.6,1,0,15.3,7.7,0,1,1,1,1,818,28,0,1,1,0,0,0,0,0,15,0,3
1,90,30,0,-14,5.7,6.3,0,7.2,5.3,0,23,5,0,1,1,1,1,627,0,0,0,0,0,0,0,0,0,15,0,2
0,814,58,1.49,-120,73,19,1,118.4,32,7.7,103,190.3,2.7,1,1,1,1,297,66,0,0,1,0,0,0,0,0,15,0,5
1,561,40,0.5,328,21.3,2,1.3,185,23.7,6.7,73,94.3,1,1,1,1,1,312,0,0,0,1,0,0,0,0,0,15,0,3
1,110,72,0.25,193,1.7,0,0,0,2.7,0,13,4,0,2,1,1,1,561,52,30,0,1,0,0,0,0,0,15,0,2
1,290,30,0,24,16.7,1.7,0,115.1,23.7,0,63,49.3,0.3,1,1,2,2,520,22,0,0,1,0,0,0,0,1,8,0,3
0,153,45,0,113,6.3,0.3,0.3,23.7,7.3,1.3,15,22,0.3,2,1,2,2,224,0,0,0,1,0,0,0,0,0,1,0,5
0,1122,75,2.97,183,67.7,0,0,83.3,39.3,2.3,122,96,2,1,1,4,4,576,54,56,0,1,0,0,0,0,0,8,0,1
0,1162,70,0,86,31,0.3,0,313.1,40.7,4,124.7,147,4.3,1,1,1,1,376,0,0,0,1,0,0,0,0,0,15,0,3
0,597,50,0.99,122,15.7,1.7,4,121.6,8,0,134,68.7,5,1,1,1,1,521,0,0,0,0,0,0,0,0,0,15,0,5
1,229,30,0.25,73,22.7,0,0,11.1,5,0,40.7,9.3,0,1,1,1,1,808,32,38,0,1,1,1,0,0,0,15,0,5
1,65,30,0,-29,1.3,0,0,12.5,0.3,0,10.3,5.3,0,1,1,1,1,938,46,38,0,1,1,1,0,0,0,15,0,1
0,396,85,0,-42,13.7,0.7,0,41.9,62,18,78.7,41.7,1,2,2,6,3,159,32,0,0,1,1,1,0,0,0,0,0,3
0,22,40,0,-8,4.7,0,0,3.3,1.3,0,6.7,3.7,0,1,1,1,1,219,42,42,0,1,0,0,0,0,0,15,0,2
0,1629,85,1.73,161,49,7.7,0.3,177.6,12,18.7,152.3,142,3.7,1,1,1,1,615,0,0,0,1,0,0,0,0,0,15,0,4
0,649,70,0.25,224,54.7,0,0.3,81.6,38.7,6.7,101.7,77.7,0.7,4,3,4,3,153,46,44,1,1,1,1,0,0,0,3,0,2
0,114,40,0.5,-36,0,0,0,0,0,0,0,0,0,4,2,1,1,313,38,0,0,1,0,0,0,0,0,15,0,3
0,127,67,0,-32,13.7,0,0,21,7.3,2.3,48.3,8.3,0.3,4,3,1,1,807,30,30,0,1,1,1,0,0,0,15,0,2
0,212,60,0.5,50,6,0.7,0,40.6,7.7,0,38.7,15.7,0,1,1,4,3,525,0,0,0,1,0,0,0,0,0,5,0,5
0,1068,70,0,-72,55.3,13.3,0,258.1,37.7,7.3,177.3,218.7,8.7,1,1,3,2,233,38,18,1,1,1,1,1,0,0,8,1,6
0,418,40,0.25,-56,38,2.7,0.7,74.1,22.3,9.7,132.3,43.7,0.7,1,1,1,1,756,0,0,0,0,0,0,0,0,0,15,0,2
0,244,45,0,-93,16.3,0,0,76.2,16.3,6,92.7,27,1.7,1,1,1,1,524,34,36,0,1,1,1,0,0,0,15,0,4
0,399,50,0,-157,8.3,0,0,118,24,23,78,88.3,1.7,1,1,1,1,404,24,0,0,1,0,0,0,0,0,15,0,3
0,2149,232,0,427,103.7,1.7,0,424.7,70,4.7,388,59.3,11,1,1,4,4,32,52,48,0,1,1,1,0,0,0,2,0,1
0,450,52,0,174,15,0.3,0,131.3,69.7,38.3,82.3,97,0.3,1,1,1,1,436,0,0,0,1,0,0,0,0,0,15,0,6
0,384,45,0.25,-3,117.3,1.3,1,330.9,55,16.7,442.3,167.3,0,1,1,7,5,75,0,0,0,1,0,0,2,1,1,13,1,5
0,254,35,2.48,-37,13.7,0,0.7,66.9,20.7,6,88.7,18.7,2,1,1,1,1,709,34,38,0,1,0,0,0,0,0,15,0,1
0,154,10,0,60,17.7,3.7,0,21.6,11.7,5.7,48,33.3,0,3,3,1,1,215,44,44,0,1,1,1,0,0,0,15,0,1
0,960,95,3.71,-322,23.7,0.3,0.7,191.6,48.7,4.3,115.3,107.3,0,1,1,1,1,697,36,0,0,1,0,0,0,0,0,15,0,2
0,166,10,0,-76,13.3,0,0,13.9,7.7,1.3,39.7,24.3,0.3,2,2,2,2,246,0,0,0,1,0,0,0,0,0,8,0,2
0,478,60,0.25,-33,13.7,0,0.3,1.1,2.3,0,8.7,17.7,0,1,1,2,1,162,42,0,0,1,1,1,0,0,0,3,0,4
0,932,45,0.25,-132,15.7,0,0,336.3,38.7,15,158,78.7,6.3,1,1,1,1,316,40,0,0,1,0,0,0,0,0,15,0,6
0,56,40,0.25,76,1.3,0,0,3.4,0.3,0,6,6,0,1,1,1,1,240,0,0,0,1,0,0,0,0,0,15,0,2
0,182,45,0.25,35,0,0,0,0,0,0,0,0,0,1,1,1,1,408,0,0,0,1,0,0,0,0,0,15,0,3
0,531,50,0.5,208,31.3,3,0,119.1,14.3,0,157,58,0.7,1,1,2,2,186,46,46,0,1,0,0,0,0,0,8,0,3
1,732,67,4.21,-354,50,1.3,2,115,24.7,7.7,171.3,56.7,2.3,3,2,1,1,247,50,44,0,1,1,1,0,0,0,15,0,1
1,159,15,0.25,15,16,0,0,49,15,8.7,68.3,16,0,1,1,1,1,649,36,34,0,0,0,1,0,0,0,15,0,6
0,82,30,0.74,52,6.7,0,0.3,0.2,3.7,0,23.3,15.3,0,1,1,1,1,564,58,58,0,0,1,1,0,0,0,15,0,2
0,176,45,0,-22,2.7,1.3,0,32.6,12.7,8.7,58,20,0,2,2,2,2,398,60,0,1,0,0,0,0,0,0,8,0,3
0,394,40,0.25,-213,8.3,0,0,67.5,26,0,49.3,32.7,0,1,1,1,1,401,36,0,0,0,0,0,0,0,0,15,0,2
1,236,22,0.5,-232,22.7,2.7,0,39.3,5.7,1,42,18,1,2,2,2,2,169,26,20,0,1,1,1,0,0,0,0,0,6
0,547,40,0,453,39.7,0,0,68,29.7,2.3,41.3,66.7,0,1,1,1,1,502,0,0,0,1,0,0,0,0,0,15,0,7
0,624,45,0,-264,34.3,0,0,98,25,14.3,45.7,99.7,0.3,2,1,1,1,311,58,58,0,1,1,1,0,0,0,15,0,2
1,52,50,0,8,6.7,0,0,9.9,8.3,1.3,14,4,0,1,1,1,1,443,32,22,0,1,1,1,0,0,0,15,0,4
0,176,23,0,-1,12.3,0,1,28.1,19.3,0.7,48.3,14.3,0,1,1,1,1,502,44,0,1,1,1,1,0,0,0,15,0,3
1,162,30,0.25,134,4.7,0,0,54.2,22.3,6,19.3,39.7,0,1,1,1,1,581,58,52,0,1,1,1,0,0,0,15,0,2
0,180,50,0,30,5,0,0,20,15.3,3,34,11,0.3,1,1,2,1,771,64,68,0,1,0,0,0,0,0,8,0,1
1,550,45,0.74,-110,43.3,0,0,148.3,32.3,16.3,169.7,99.3,5,1,1,1,1,331,60,58,0,1,1,1,0,0,0,15,0,3
0,459,55,1.49,-24,25.3,0,0,77.2,17.3,4.3,84.7,36.3,0.3,1,1,2,1,44,62,22,0,1,1,1,0,0,0,3,0,3
1,94,30,0.5,6,2.7,0,0,4.8,12.7,2,21.3,22,0,2,1,2,2,674,58,52,1,1,1,1,0,0,0,8,0,1
0,1148,85,5.94,-170,30,1,0,422.4,36.3,14.7,277.3,102.7,4.3,2,2,2,2,151,62,0,1,1,1,1,0,0,0,8,0,4
1,54,40,0.74,-28,0,0,0,0,0,0,0,0,0,2,1,1,1,462,50,24,1,1,0,0,0,0,0,15,0,2
0,266,30,0,-37,18.7,0,0,35.7,17.3,6.3,63,60,0,1,1,1,1,893,28,0,0,1,0,0,0,0,0,15,0,1
0,1652,60,0.74,170,40.3,0.3,0,524.2,80,22,206.3,250.3,20,1,1,1,1,193,22,0,0,1,0,0,0,0,0,15,0,3
0,1037,45,0.5,56,59.7,0,0,242.1,116.3,40.7,162.3,170.7,6.7,1,1,2,2,406,36,30,0,1,0,0,0,0,0,8,0,4
1,357,40,1.49,-10,8,0,0,98.2,7.3,0,108,16.3,1,1,1,1,1,377,50,48,0,1,1,1,0,0,0,15,0,2
1,398,30,0.25,36,40.3,2.7,0,50.8,18.3,2.7,79,56,1,1,1,1,1,460,0,0,0,1,0,0,0,0,0,15,0,4
0,264,30,0,-16,22.3,0,0,7.8,13.7,1.7,88.7,41.7,0,2,2,1,1,578,46,46,0,1,1,1,0,0,0,15,0,2
0,268,30,0,46,0,0,0,0,0,0,0,0,0,1,1,1,1,378,56,50,0,1,0,0,0,0,0,15,0,5
0,281,30,0,-44,5,0,0,44.9,21,2.3,85.7,18,1,2,2,1,1,739,0,0,0,1,0,0,0,0,0,15,0,3
1,1708,95,0,-896,40.3,2.7,0,298.5,136,38.7,277.3,180.3,2.7,2,2,2,2,251,0,0,0,1,0,0,0,0,0,8,0,6
0,513,43,0.99,-21,45.7,0.3,0.3,146.9,5.3,0,89.7,87.7,1,2,1,4,3,351,26,0,1,1,0,0,0,0,0,0,0,5
0,404,40,0.74,6,35,0,0,48.5,3.7,0,94.7,80.3,0,1,1,1,1,341,32,0,0,1,0,0,0,0,0,15,0,4
0,742,27,0.5,-742,66.3,2.3,0,218.5,41.7,19.7,131,162.7,4.3,1,1,1,1,294,42,42,0,1,1,1,0,0,0,15,0,2
0,1164,58,2.97,-1164,13.7,2.7,0,148.7,46.3,12.7,109,74,1.3,1,1,1,1,259,0,0,0,1,0,0,0,0,0,15,0,5
1,8,35,0,-8,0,0,0,0,0,0,0,0,0,1,1,1,1,309,0,0,1,1,0,0,0,0,0,15,0,5
0,73,40,1.98,42,0.7,0,0,0.7,0.3,0,15,5.7,0.3,1,1,2,2,442,48,46,1,1,1,1,0,0,0,5,0,5
1,512,50,5.2,-10,29.3,14,0,40.9,37,9.7,190,48.3,0.3,1,1,1,1,728,52,0,1,0,0,0,0,0,0,15,0,2
0,823,20,0,646,5.7,2.7,0,57.6,12.3,0.7,21.3,25,0.3,4,2,1,1,417,66,60,0,1,1,1,1,1,0,15,1,5
1,1946,95,0.74,-31,51.3,4.3,2,509,56.7,0.7,399.3,230.3,13.3,1,1,3,3,349,56,36,1,1,1,1,0,0,0,8,0,5
0,996,45,0,-422,0,0,0,0,0,0,0,0,0,1,1,1,1,322,0,0,0,1,0,0,0,0,0,15,0,3
0,503,35,8.91,-253,40.7,0.3,0.3,73,38,12.3,158,79.3,3.3,2,2,2,2,38,36,0,0,1,0,0,0,0,0,8,0,1
1,44,32,0,-42,7,4.7,0.7,37.4,0,0,36.3,7.3,0,1,1,1,1,554,42,52,1,0,1,1,0,0,0,15,0,1
1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1301,0,0,0,1,0,0,1,0,0,15,1,3
1,158,60,0,-55,8.7,0,0,12.4,1,0,14.3,19.3,0,1,1,2,2,359,54,50,1,1,1,1,0,0,0,0,0,2
0,187,32,0,139,12,0,0,22.9,10,4,72.7,20.3,0,2,2,3,3,7,34,0,0,1,0,0,0,0,0,0,0,1
0,394,50,0,-30,14.7,2,0,54.8,14.7,7.7,118,5.3,0.7,1,1,1,1,439,48,0,0,1,0,0,0,0,0,15,0,2
0,22,30,0,22,1,0,0,1.5,1.3,0,5,5,0,2,1,1,1,313,28,0,0,0,1,1,0,0,0,15,0,1
0,344,30,0.5,-30,16.3,2.3,0.7,50.3,7,0.3,75.3,20.7,0,1,1,1,1,557,0,0,0,1,0,0,0,0,0,15,0,7
0,1310,70,0,-113,30.7,8,0.3,158.6,2,0.3,134,85.3,0,1,1,2,2,68,28,0,0,1,1,1,0,0,0,15,0,2
1,0,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,399,42,20,0,1,0,0,0,0,0,15,0,7
1,399,51,0.99,-204,17.3,0,0.3,103.7,38,0.7,74.3,81,0.7,1,1,1,1,464,0,0,0,1,0,0,0,0,0,15,0,3
0,266,21,0,-266,20.7,6.7,0,56.7,3.3,0,29.3,31.3,0,1,1,2,2,141,0,0,0,0,0,0,0,0,0,14,0,7
0,215,45,2.72,3,27.3,0,0,7.2,13.3,0.7,65.3,49.3,0,1,1,1,1,349,0,0,0,1,0,0,0,0,0,15,0,2
0,83,15,0.25,-60,7.3,0,0,21.9,9.3,9.7,21,17,0,2,2,3,3,274,36,28,0,1,0,0,0,0,0,8,0,1
0,9,17,0,4,0,0,0,0,0,0,2.7,1,0,1,1,1,1,1332,52,54,0,0,1,1,0,0,0,15,0,1
0,2614,138,0,-162,99.7,7.7,0,613.4,6,0.7,258,219.3,13.3,1,1,2,1,171,26,22,0,1,0,0,0,0,0,5,0,4
0,285,20,0.25,-285,14.7,0.7,0.3,143.1,8,7.7,63,67,0,3,2,2,2,241,46,18,1,1,0,0,0,0,0,0,0,4
1,240,30,0,282,4.7,0,0,27.6,26.7,4,42.3,17,0,2,2,1,1,455,0,0,0,1,0,0,0,0,0,15,0,2
1,276,45,0,108,30.7,0,0,20.1,3.3,2.7,71,22.3,0,1,1,1,1,372,46,46,0,1,1,1,0,0,0,15,0,3
1,744,40,0.25,396,31,0,0,102,14.7,2.3,80,135,0.7,1,1,2,2,486,28,0,0,1,0,0,0,0,0,8,0,1
0,18,17,0,-4,1,0,0,0.4,3,0.7,4,1.3,0,1,1,1,1,1074,52,50,0,1,1,1,0,0,0,15,0,1
1,496,50,0,311,0,0,0,0,0,0,0,0,0,1,1,4,3,69,32,32,1,1,0,0,0,0,1,2,0,5
0,590,60,0,-325,39.7,9.3,0,26.5,9,3.3,26.3,44.7,1,1,1,1,1,321,0,0,0,1,0,0,0,0,0,15,0,4
1,91,30,0,102,7.7,0,0,5.5,9.3,0.3,6.3,12.7,0,1,1,1,1,454,26,0,0,1,0,0,0,0,0,15,0,2
0,190,40,0,34,13,0,0,65.7,15,6,52.7,35,0,1,1,1,1,267,0,0,0,1,0,0,0,0,0,15,0,2
0,444,10,2.23,74,24.3,0.3,0,82,28.7,12.7,90.7,38,1,2,2,2,2,263,0,0,0,1,0,0,0,0,0,3,0,3
0,765,50,1.73,-248,23.3,0,0,261.6,95.7,31,143,138,6.7,1,1,2,2,281,0,0,1,1,0,0,0,0,0,3,0,4
0,264,45,0.74,-81,21.3,0,0,12.5,29.7,3.3,51.3,37.7,0,1,1,1,1,268,36,0,0,1,0,0,0,0,0,15,0,5
0,802,75,1.98,326,32,0,0,260.8,66,26,216.3,133,5,2,1,2,2,461,36,0,0,1,0,0,0,0,0,8,0,4
0,55,20,0.25,-16,5,0,0,0,0.7,0,19,5,0,2,2,1,1,503,38,36,0,1,1,1,0,0,0,15,0,2
0,284,50,1.49,-64,64.7,3.7,0.7,56.7,28.7,1.7,120.7,24,1,1,1,1,1,518,0,0,0,0,0,0,0,0,0,15,0,5
0,875,60,0,118,55.7,0,0,147.9,45.3,3,113.3,99.3,0,1,1,2,2,171,52,54,1,1,1,1,0,0,0,14,0,2
0,196,40,0,65,0,0,0,0,0,0,0,0,0,1,1,1,1,319,46,40,0,1,1,1,0,0,0,15,0,2
0,630,60,0,-4,34.3,0.7,0,76.8,33.7,13.7,167.3,134.7,0,1,1,2,1,422,32,0,0,1,0,1,0,0,0,3,0,7
0,27,30,0,-22,1,0,0,0,0,0,7.7,1.7,0,1,1,2,1,1227,62,62,0,0,1,1,0,0,0,8,0,3
0,859,35,0.74,-271,80,0.7,0,103.4,17,2.3,71.3,148.3,1,1,1,3,2,81,28,26,1,1,1,1,0,0,0,5,0,2
0,142,45,0.74,16,6.3,0,0,21,1,0.7,27.7,6,0.7,2,2,1,1,200,36,36,0,1,1,1,0,0,0,15,0,1
0,21,30,0,-21,2,0,0,0,0,0,5,1,0,1,1,1,1,430,42,0,0,1,1,1,0,0,0,15,0,2
0,939,36,0,-730,121.3,6,0.7,42.2,37.7,0,230,116.7,1.7,1,1,2,2,256,28,0,0,1,1,1,0,0,0,8,0,3
0,188,50,0.25,42,2,0,0.3,32,37.7,6.7,32,41,0,1,1,3,3,194,28,26,0,1,0,0,0,0,0,8,0,1
0,76,17,0,59,12.3,0,0.7,12.4,0,0.3,16.7,17.7,0,1,1,3,2,433,28,22,0,1,1,1,0,0,0,0,0,1
1,655,50,0.25,-36,35.3,1,0,181.3,30.7,9.7,127,125,1.3,2,2,2,2,76,0,0,0,1,0,0,0,0,0,8,0,4
1,2708,85,0.5,545,80.7,17.7,2.3,849.6,138.3,67.7,444.3,589,12,1,1,4,3,21,0,0,0,1,0,0,0,0,0,2,0,3
0,30,10,0,-22,3,0,0,7.4,6.7,4.7,4.7,25.7,0,2,2,1,1,395,36,36,0,1,0,1,0,0,0,15,0,2
1,278,89,0,108,4.7,1.7,0,71.6,8,4,65,44.7,0.3,1,1,2,1,397,38,0,0,1,0,0,0,0,0,8,0,5
1,91,50,0,-77,9.7,0,0,32.1,9,2.7,32.3,21.3,0,1,1,1,1,512,0,0,0,1,0,0,0,0,0,15,0,7
1,1204,79,0.25,-408,4,0,0,8.1,1.7,0,11.3,2.7,0,1,1,2,2,88,0,0,0,1,0,0,0,0,0,8,0,3
0,178,50,0,117,9,0.7,0,12,26,0.3,59.7,25.3,0.3,1,1,2,2,71,58,50,0,1,0,0,0,0,0,8,0,2
1,451,40,0.25,-42,19.3,2.3,0,17.3,3.7,1.3,32,26.7,0,2,2,1,1,332,0,0,0,1,0,0,0,0,0,15,0,2
0,115,30,1.24,-43,21.3,1.7,0.3,18.8,13.7,4.3,48,17.7,0,1,1,2,2,124,0,0,0,1,0,0,0,0,0,0,0,4
0,681,45,0.25,-119,105.3,0,0,116.3,2.7,0,57.7,73.3,1.3,1,1,2,2,213,0,0,0,1,0,0,0,0,0,1,0,5
0,1386,64,1.73,630,6,16,0,189.8,38.3,17.3,262.7,173.3,3,1,1,1,1,352,0,0,0,1,0,0,0,0,0,15,0,5
0,191,30,1.49,-89,18.7,0,0,24,10.7,0,51,20.3,0.7,1,1,1,1,552,32,0,0,1,1,1,0,0,0,15,0,5
0,407,40,0,62,22.7,0,0,146.4,18.3,15.3,88.3,57,1,1,1,1,1,459,50,48,0,1,1,1,0,0,0,15,0,2
0,243,40,0,53,18,0,2.7,15.5,45.7,6.7,55.7,28.7,0,2,2,1,1,323,56,48,0,1,1,1,0,0,0,15,0,2
0,218,30,0,-19,13,0,0,7,19,1.7,90.7,19.3,0,1,1,1,1,506,36,34,0,1,0,0,0,0,0,15,0,2
